,Dog Breed
2312,mops
2313,mops
2314,neufundländer
2315,englische bulldogge
2316,papillon
2317,jack russell terrier
2318,pekinese
2319,pekinese
2320,pudel
2321,pudel
2322,zwergdackel
2323,rhodesian ridgeback
2324,riesenschnauzer
2325,rottweiler
2326,rottweiler
2327,schnauzer
2328,schnauzer
2329,scottish terrier
2330,shar-pei
2331,sheltie
2332,shiba inu
2333,shih tzu
2334,shih tzu
2335,siberian husky
2336,siberian husky
2337,spitz
2338,spitz
2339,staffordshire bull terrier
2340,staffordshire bull terrier
2341,tervueren
2342,cocker spaniel
2343,tibetan terrier
2344,weimaraner
2345,weißer schweizer schäferhund
2346,west highland white terrier
2347,whippet
2348,yorkshire terrier
2349,yorkshire terrier
2350,zwergpinscher
2351,zwergpinscher
2352,zwergpudel
2353,zwergschnauzer
2354,zwergspitz
2355,zwergspitz
2356,afghanischer windhund
2357,airedale terrier
2358,akita inu
2359,alaskan malamute
2360,amerikanischer cocker spaniel
2361,american pit bull terrier
2362,american pit bull terrier
2363,american staffordshire terrier
2364,american staffordshire terrier
2365,australian shepherd
2366,beagle
2367,beagle
2368,deutscher schäferhund
2369,deutscher schäferhund
2370,berner sennenhund
2371,berner sennenhund
2372,bernhardiner
2373,bichon frisé
2374,bobtail
2375,bolonka
2376,bordeauxdogge
2377,border collie
2378,border collie
2379,border terrier
2380,boxer
2381,boxer
2382,dackel
2383,french bulldog
2384,bullmastiff
2385,bullterrier
2386,bullterrier
2387,cairn terrier
2388,cane corso
2389,cavalier king charles spaniel
2390,chihuahua
2391,chihuahua
2392,chihuahua
2393,chinesischer schopfhund
2394,chow chow
2395,cocker spaniel
2396,cocker spaniel
2397,collie
2398,collie
2399,dackel
2400,dackel
2401,dalmatiner
2402,dalmatiner
2403,deutsche dogge
2404,deutsche dogge
2405,deutsche dogge
2406,deutscher pinscher
2407,deutscher pinscher
2408,deutscher schäferhund
2409,deutscher schäferhund
2410,dobermann
2411,dogo argentino
2412,dogo argentino
2413,foxterrier
2414,elo
2415,english cocker spaniel
2416,english cocker spaniel
2417,english springer spaniel
2418,entlebucher sennenhund
2419,flat-coated retriever
2420,französische bulldogge
2421,foxterrier
2422,golden retriever
2423,golden retriever
2424,gordon setter
2425,großer münsterländer
2426,havaneser
2427,havaneser
2428,hollandse herdershond
2429,hovawart
2430,irish setter
2431,jack russell terrier
2432,jack russell terrier
2433,jagdterrier
2434,kleiner münsterländer
2435,kleiner münsterländer
2436,labrador retriever
2437,labrador retriever
2438,landseer
2439,dackel
2440,leonberger
2441,lhasa apso
2442,magyar vizsla
2443,malinois
2444,malteser
2445,malteser
2446,mops
2447,mops
2448,neufundländer
2449,englische bulldogge
2450,papillon
2451,jack russell terrier
2452,pekinese
2453,pekinese
2454,prager rattler
2455,pudel
2456,pudel
2457,zwergdackel
2458,rhodesian ridgeback
2459,riesenschnauzer
2460,rottweiler
2461,rottweiler
2462,schnauzer
2463,schnauzer
2464,scottish terrier
2465,shar-pei
2466,shar-pei
2467,sheltie
2468,shiba inu
2469,shih tzu
2470,shih tzu
2471,siberian husky
2472,siberian husky
2473,afghanischer windhund
2474,spitz
2475,spitz
2476,staffordshire bull terrier
2477,staffordshire bull terrier
2478,cocker spaniel
2479,tibetan terrier
2480,tibetan terrier
2481,toy-pudel
2482,weimaraner
2483,weißer schweizer schäferhund
2484,welsh terrier
2485,west highland white terrier
2486,whippet
2487,yorkshire terrier
2488,yorkshire terrier
2489,zwergpinscher
2490,zwergpinscher
2491,zwergpudel
2492,zwergschnauzer
2493,zwergspitz
2494,zwergspitz
2495,deutscher pinscher
2496,deutscher pinscher
2497,airedale terrier
2498,amerikanischer cocker spaniel
2499,american pit bull terrier
2500,american pit bull terrier
2501,american staffordshire terrier
2502,american staffordshire terrier
2503,australian shepherd
2504,gebirgsschweisshund
2505,beagle
2506,beagle
2507,bearded collie
2508,deutscher schäferhund
2509,deutscher schäferhund
2510,berner sennenhund
2511,berner sennenhund
2512,bichon frisé
2513,bolonka
2514,border collie
2515,border collie
2516,boxer
2517,dackel
2518,bullterrier
2519,cairn terrier
2520,cane corso
2521,cavalier king charles spaniel
2522,chihuahua
2523,chihuahua
2524,chihuahua
2525,cocker spaniel
2526,collie
2527,collie
2528,dackel
2529,dackel
2530,dalmatiner
2531,deutsche dogge
2532,deutscher pinscher
2533,deutscher schäferhund
2534,deutscher schäferhund
2535,dobermann
2536,foxterrier
2537,english cocker spaniel
2538,entlebucher sennenhund
2539,flat-coated retriever
2540,französische bulldogge
2541,golden retriever
2542,golden retriever
2543,greyhound
2544,havaneser
2545,havaneser
2546,hovawart
2547,irish setter
2548,jack russell terrier
2549,jack russell terrier
2550,kleiner münsterländer
2551,labrador retriever
2552,labrador retriever
2553,dackel
2554,magyar vizsla
2555,malinois
2556,malteser
2557,malteser
2558,mops
2559,papillon
2560,jack russell terrier
2561,pekinese
2562,pekinese
2563,pudel
2564,pudel
2565,puli
2566,zwergdackel
2567,rhodesian ridgeback
2568,rottweiler
2569,rottweiler
2570,schapendoes
2571,schnauzer
2572,schnauzer
2573,sheltie
2574,shiba inu
2575,shih tzu
2576,siberian husky
2577,siberian husky
2578,spitz
2579,staffordshire bull terrier
2580,tibetan terrier
2581,weißer schweizer schäferhund
2582,west highland white terrier
2583,whippet
2584,yorkshire terrier
2585,yorkshire terrier
2586,zwergpinscher
2587,zwergpinscher
2588,zwergpudel
2589,zwergschnauzer
2590,zwergspitz
2591,zwergspitz
2592,beagle
2593,boxer
2594,chihuahua
2595,dackel
2596,deutscher schäferhund
2597,english cocker spaniel
2598,flat-coated retriever
2599,golden retriever
2600,havaneser
2601,jack russell terrier
2602,labrador retriever
2603,labrador retriever
2604,malteser
2605,mops
2606,jack russell terrier
2607,pudel
2608,shih tzu
2609,toy-pudel
2610,west highland white terrier
2611,yorkshire terrier
2612,amerikanischer cocker spaniel
2613,american pit bull terrier
2614,american pit bull terrier
2615,american staffordshire terrier
2616,american staffordshire terrier
2617,australian shepherd
2618,beagle
2619,beagle
2620,berner sennenhund
2621,border collie
2622,border collie
2623,boxer
2624,cavalier king charles spaniel
2625,chihuahua
2626,chihuahua
2627,chihuahua
2628,collie
2629,collie
2630,dackel
2631,dackel
2632,deutsche dogge
2633,deutscher schäferhund
2634,deutscher schäferhund
2635,english cocker spaniel
2636,english cocker spaniel
2637,französische bulldogge
2638,golden retriever
2639,golden retriever
2640,havaneser
2641,havaneser
2642,jack russell terrier
2643,jack russell terrier
2644,kleiner münsterländer
2645,labrador retriever
2646,labrador retriever
2647,magyar vizsla
2648,malinois
2649,malteser
2650,malteser
2651,mops
2652,jack russell terrier
2653,pekinese
2654,pekinese
2655,pudel
2656,zwergdackel
2657,rottweiler
2658,schnauzer
2659,shih tzu
2660,siberian husky
2661,siberian husky
2662,afghanischer windhund
2663,staffordshire bull terrier
2664,west highland white terrier
2665,yorkshire terrier
2666,yorkshire terrier
2667,zwergpinscher
2668,zwergpinscher
2669,zwergspitz
2670,zwergspitz
2671,american pit bull terrier
2672,american staffordshire terrier
2673,american staffordshire terrier
2674,australian shepherd
2675,beagle
2676,border collie
2677,border collie
2678,boxer
2679,dackel
2680,french bulldog
2681,cavalier king charles spaniel
2682,chihuahua
2683,chihuahua
2684,chihuahua
2685,cocker spaniel
2686,collie
2687,collie
2688,dackel
2689,dackel
2690,deutscher schäferhund
2691,deutscher schäferhund
2692,english cocker spaniel
2693,französische bulldogge
2694,golden retriever
2695,golden retriever
2696,havaneser
2697,havaneser
2698,jack russell terrier
2699,jack russell terrier
2700,kleiner münsterländer
2701,labrador retriever
2702,labrador retriever
2703,magyar vizsla
2704,malteser
2705,malteser
2706,mops
2707,jack russell terrier
2708,pekinese
2709,pekinese
2710,pudel
2711,zwergdackel
2712,rottweiler
2713,shih tzu
2714,siberian husky
2715,siberian husky
2716,west highland white terrier
2717,whippet
2718,yorkshire terrier
2719,yorkshire terrier
2720,zwergpinscher
2721,zwergpinscher
2722,zwergpudel
2723,zwergschnauzer
2724,zwergspitz
2725,american staffordshire terrier
2726,beagle
2727,chihuahua
2728,chihuahua
2729,dackel
2730,dackel
2731,deutscher schäferhund
2732,deutscher schäferhund
2733,english cocker spaniel
2734,französische bulldogge
2735,golden retriever
2736,jack russell terrier
2737,labrador retriever
2738,labrador retriever
2739,malteser
2740,mops
2741,jack russell terrier
2742,zwergdackel
2743,west highland white terrier
2744,yorkshire terrier
2745,american pit bull terrier
2746,american staffordshire terrier
2747,american staffordshire terrier
2748,beagle
2749,chihuahua
2750,chihuahua
2751,chihuahua
2752,dackel
2753,dackel
2754,deutscher schäferhund
2755,deutscher schäferhund
2756,english cocker spaniel
2757,französische bulldogge
2758,golden retriever
2759,havaneser
2760,havaneser
2761,jack russell terrier
2762,jack russell terrier
2763,labrador retriever
2764,labrador retriever
2765,magyar vizsla
2766,malteser
2767,mops
2768,pekinese
2769,pudel
2770,zwergdackel
2771,rottweiler
2772,west highland white terrier
2773,whippet
2774,yorkshire terrier
2775,yorkshire terrier
2776,zwergpinscher
2777,american staffordshire terrier
2778,australian shepherd
2779,beagle
2780,cavalier king charles spaniel
2781,chihuahua
2782,dackel
2783,english cocker spaniel
2784,französische bulldogge
2785,golden retriever
2786,havaneser
2787,italienisches windspiel
2788,jack russell terrier
2789,labrador retriever
2790,labrador retriever
2791,malteser
2792,mops
2793,shih tzu
2794,west highland white terrier
2795,yorkshire terrier
2796,zwergpinscher
2797,american staffordshire terrier
2798,beagle
2799,chihuahua
2800,dackel
2801,dackel
2802,deutscher schäferhund
2803,english cocker spaniel
2804,französische bulldogge
2805,golden retriever
2806,golden retriever
2807,havaneser
2808,jack russell terrier
2809,jack russell terrier
2810,labrador retriever
2811,labrador retriever
2812,malteser
2813,mops
2814,yorkshire terrier
2815,beagle
2816,border collie
2817,cavalier king charles spaniel
2818,chihuahua
2819,deutscher schäferhund
2820,golden retriever
2821,havaneser
2822,jack russell terrier
2823,labrador retriever
2824,labrador retriever
2825,magyar vizsla
2826,malteser
2827,mops
2828,shih tzu
2829,american staffordshire terrier
2830,american staffordshire terrier
2831,beagle
2832,cavalier king charles spaniel
2833,chihuahua
2834,dackel
2835,dackel
2836,deutscher schäferhund
2837,deutscher schäferhund
2838,english cocker spaniel
2839,französische bulldogge
2840,golden retriever
2841,golden retriever
2842,havaneser
2843,jack russell terrier
2844,jack russell terrier
2845,labrador retriever
2846,labrador retriever
2847,malteser
2848,mops
2849,jack russell terrier
2850,shih tzu
2851,siberian husky
2852,west highland white terrier
2853,yorkshire terrier
2854,zwergpinscher
2855,akita inu
2856,amerikanischer cocker spaniel
2857,american pit bull terrier
2858,american pit bull terrier
2859,american staffordshire terrier
2860,american staffordshire terrier
2861,australian shepherd
2862,beagle
2863,beagle
2864,deutscher schäferhund
2865,berner sennenhund
2866,berner sennenhund
2867,bichon frisé
2868,bordeauxdogge
2869,border collie
2870,border collie
2871,boxer
2872,boxer
2873,dackel
2874,french bulldog
2875,bullterrier
2876,cane corso
2877,cavalier king charles spaniel
2878,chihuahua
2879,chihuahua
2880,chihuahua
2881,chinesischer schopfhund
2882,chinesischer schopfhund
2883,cocker spaniel
2884,cocker spaniel
2885,collie
2886,dackel
2887,dackel
2888,dalmatiner
2889,deutsche dogge
2890,deutscher pinscher
2891,deutscher schäferhund
2892,deutscher schäferhund
2893,dobermann
2894,dobermann
2895,dogo argentino
2896,foxterrier
2897,foxterrier
2898,english cocker spaniel
2899,english cocker spaniel
2900,entlebucher sennenhund
2901,flat-coated retriever
2902,französische bulldogge
2903,golden retriever
2904,golden retriever
2905,havaneser
2906,havaneser
2907,hovawart
2908,jack russell terrier
2909,jack russell terrier
2910,kleiner münsterländer
2911,labrador retriever
2912,labrador retriever
2913,dackel
2914,lhasa apso
2915,magyar vizsla
2916,malinois
2917,malteser
2918,malteser
2919,mops
2920,englische bulldogge
2921,papillon
2922,jack russell terrier
2923,pekinese
2924,pekinese
2925,pudel
2926,pudel
2927,zwergdackel
2928,zwergdackel
2929,rhodesian ridgeback
2930,rottweiler
2931,rottweiler
2932,schnauzer
2933,schnauzer
2934,shar-pei
2935,sheltie
2936,shiba inu
2937,shih tzu
2938,shih tzu
2939,siberian husky
2940,siberian husky
2941,spitz
2942,spitz
2943,staffordshire bull terrier
2944,staffordshire bull terrier
2945,tibetan terrier
2946,weißer schweizer schäferhund
2947,west highland white terrier
2948,whippet
2949,yorkshire terrier
2950,yorkshire terrier
2951,zwergpinscher
2952,zwergpinscher
2953,zwergpudel
2954,zwergschnauzer
2955,zwergspitz
2956,zwergspitz
2957,deutscher pinscher
2958,deutscher pinscher
2959,airedale terrier
2960,amerikanischer cocker spaniel
2961,american pit bull terrier
2962,american pit bull terrier
2963,american staffordshire terrier
2964,american staffordshire terrier
2965,australian shepherd
2966,beagle
2967,beagle
2968,deutscher schäferhund
2969,berner sennenhund
2970,berner sennenhund
2971,border collie
2972,border collie
2973,boxer
2974,dackel
2975,french bulldog
2976,bullterrier
2977,cavalier king charles spaniel
2978,chihuahua
2979,chihuahua
2980,chihuahua
2981,cocker spaniel
2982,collie
2983,dackel
2984,dackel
2985,deutscher pinscher
2986,deutscher schäferhund
2987,deutscher schäferhund
2988,dobermann
2989,dogo argentino
2990,foxterrier
2991,english cocker spaniel
2992,english cocker spaniel
2993,flat-coated retriever
2994,französische bulldogge
2995,golden retriever
2996,golden retriever
2997,havaneser
2998,havaneser
2999,hovawart
3000,jack russell terrier
3001,jack russell terrier
3002,labrador retriever
3003,labrador retriever
3004,dackel
3005,magyar vizsla
3006,malinois
3007,malteser
3008,malteser
3009,mops
3010,englische bulldogge
3011,papillon
3012,jack russell terrier
3013,pekinese
3014,pekinese
3015,pudel
3016,zwergdackel
3017,rhodesian ridgeback
3018,rottweiler
3019,rottweiler
3020,samoyed
3021,schnauzer
3022,schnauzer
3023,shar-pei
3024,sheltie
3025,shih tzu
3026,siberian husky
3027,siberian husky
3028,spitz
3029,staffordshire bull terrier
3030,staffordshire bull terrier
3031,west highland white terrier
3032,whippet
3033,yorkshire terrier
3034,yorkshire terrier
3035,zwergpinscher
3036,zwergpinscher
3037,zwergpudel
3038,zwergspitz
3039,zwergspitz
3040,deutscher pinscher
3041,american pit bull terrier
3042,american pit bull terrier
3043,american staffordshire terrier
3044,american staffordshire terrier
3045,australian shepherd
3046,beagle
3047,beagle
3048,berner sennenhund
3049,border collie
3050,border collie
3051,bullterrier
3052,cane corso
3053,cavalier king charles spaniel
3054,chihuahua
3055,chihuahua
3056,chihuahua
3057,cocker spaniel
3058,dackel
3059,dackel
3060,deutscher schäferhund
3061,deutscher schäferhund
3062,foxterrier
3063,english cocker spaniel
3064,english cocker spaniel
3065,französische bulldogge
3066,golden retriever
3067,golden retriever
3068,havaneser
3069,havaneser
3070,jack russell terrier
3071,jack russell terrier
3072,labrador retriever
3073,labrador retriever
3074,malteser
3075,malteser
3076,mops
3077,jack russell terrier
3078,pekinese
3079,pekinese
3080,pudel
3081,pudel
3082,zwergdackel
3083,rottweiler
3084,schnauzer
3085,shar-pei
3086,shih tzu
3087,siberian husky
3088,staffordshire bull terrier
3089,west highland white terrier
3090,whippet
3091,yorkshire terrier
3092,yorkshire terrier
3093,zwergpinscher
3094,zwergpinscher
3095,zwergpudel
3096,zwergschnauzer
3097,zwergspitz
3098,airedale terrier
3099,american staffordshire terrier
3100,australian shepherd
3101,gebirgsschweisshund
3102,beagle
3103,deutscher schäferhund
3104,berner sennenhund
3105,bichon frisé
3106,border collie
3107,border collie
3108,boxer
3109,cairn terrier
3110,chihuahua
3111,chihuahua
3112,cocker spaniel
3113,collie
3114,dackel
3115,dackel
3116,dalmatiner
3117,deutsche dogge
3118,deutscher schäferhund
3119,deutscher schäferhund
3120,english cocker spaniel
3121,entlebucher sennenhund
3122,flat-coated retriever
3123,französische bulldogge
3124,golden retriever
3125,golden retriever
3126,havaneser
3127,havaneser
3128,hovawart
3129,irish setter
3130,jack russell terrier
3131,jack russell terrier
3132,kleiner münsterländer
3133,labrador retriever
3134,labrador retriever
3135,lhasa apso
3136,magyar vizsla
3137,malteser
3138,malteser
3139,mops
3140,papillon
3141,jack russell terrier
3142,pudel
3143,zwergdackel
3144,rottweiler
3145,schnauzer
3146,shih tzu
3147,siberian husky
3148,staffordshire bull terrier
3149,tibetan terrier
3150,weimaraner
3151,west highland white terrier
3152,yorkshire terrier
3153,zwergpinscher
3154,zwergpinscher
3155,zwergpudel
3156,zwergspitz
3157,zwergspitz
3158,amerikanischer cocker spaniel
3159,american pit bull terrier
3160,american pit bull terrier
3161,american staffordshire terrier
3162,american staffordshire terrier
3163,australian shepherd
3164,beagle
3165,beagle
3166,berner sennenhund
3167,bichon frisé
3168,border collie
3169,border collie
3170,boxer
3171,dackel
3172,bullterrier
3173,cavalier king charles spaniel
3174,chihuahua
3175,chihuahua
3176,cocker spaniel
3177,collie
3178,dackel
3179,dackel
3180,deutsche dogge
3181,deutscher schäferhund
3182,deutscher schäferhund
3183,dobermann
3184,dogo argentino
3185,foxterrier
3186,english cocker spaniel
3187,flat-coated retriever
3188,französische bulldogge
3189,golden retriever
3190,golden retriever
3191,havaneser
3192,havaneser
3193,hovawart
3194,jack russell terrier
3195,jack russell terrier
3196,kleiner münsterländer
3197,labrador retriever
3198,labrador retriever
3199,lagotto romagnolo
3200,magyar vizsla
3201,malinois
3202,malteser
3203,malteser
3204,mops
3205,papillon
3206,jack russell terrier
3207,pekinese
3208,pekinese
3209,pudel
3210,pudel
3211,zwergdackel
3212,rhodesian ridgeback
3213,rottweiler
3214,schnauzer
3215,sheltie
3216,shiba inu
3217,shih tzu
3218,siberian husky
3219,siberian husky
3220,spitz
3221,staffordshire bull terrier
3222,staffordshire bull terrier
3223,weimaraner
3224,west highland white terrier
3225,whippet
3226,yorkshire terrier
3227,yorkshire terrier
3228,zwergpinscher
3229,zwergpinscher
3230,zwergpudel
3231,zwergschnauzer
3232,zwergspitz
3233,zwergspitz
3234,american pit bull terrier
3235,american staffordshire terrier
3236,american staffordshire terrier
3237,australian shepherd
3238,beagle
3239,border collie
3240,border collie
3241,chihuahua
3242,chihuahua
3243,chihuahua
3244,collie
3245,dackel
3246,dackel
3247,deutscher schäferhund
3248,deutscher schäferhund
3249,dobermann
3250,foxterrier
3251,english cocker spaniel
3252,französische bulldogge
3253,golden retriever
3254,havaneser
3255,jack russell terrier
3256,jack russell terrier
3257,labrador retriever
3258,labrador retriever
3259,magyar vizsla
3260,malteser
3261,malteser
3262,mops
3263,pekinese
3264,pudel
3265,zwergdackel
3266,rottweiler
3267,schnauzer
3268,shih tzu
3269,siberian husky
3270,staffordshire bull terrier
3271,west highland white terrier
3272,yorkshire terrier
3273,yorkshire terrier
3274,zwergpinscher
3275,zwergpudel
3276,zwergspitz
3277,akita inu
3278,american pit bull terrier
3279,american pit bull terrier
3280,american staffordshire terrier
3281,american staffordshire terrier
3282,australian shepherd
3283,beagle
3284,berner sennenhund
3285,border collie
3286,border collie
3287,cavalier king charles spaniel
3288,chihuahua
3289,chihuahua
3290,chihuahua
3291,cocker spaniel
3292,dackel
3293,dackel
3294,deutscher schäferhund
3295,deutscher schäferhund
3296,dogo argentino
3297,english cocker spaniel
3298,flat-coated retriever
3299,französische bulldogge
3300,golden retriever
3301,golden retriever
3302,havaneser
3303,havaneser
3304,jack russell terrier
3305,jack russell terrier
3306,labrador retriever
3307,labrador retriever
3308,magyar vizsla
3309,malteser
3310,malteser
3311,mops
3312,jack russell terrier
3313,pekinese
3314,pekinese
3315,pudel
3316,zwergdackel
3317,rhodesian ridgeback
3318,rottweiler
3319,schnauzer
3320,shih tzu
3321,siberian husky
3322,staffordshire bull terrier
3323,west highland white terrier
3324,yorkshire terrier
3325,zwergpinscher
3326,zwergpinscher
3327,zwergpudel
3328,zwergschnauzer
3329,zwergspitz
3330,zwergspitz
3331,american pit bull terrier
3332,american staffordshire terrier
3333,american staffordshire terrier
3334,australian shepherd
3335,beagle
3336,beagle
3337,berner sennenhund
3338,berner sennenhund
3339,border collie
3340,boxer
3341,dackel
3342,cavalier king charles spaniel
3343,chihuahua
3344,chihuahua
3345,chihuahua
3346,cocker spaniel
3347,dackel
3348,dackel
3349,deutscher schäferhund
3350,deutscher schäferhund
3351,english cocker spaniel
3352,flat-coated retriever
3353,französische bulldogge
3354,golden retriever
3355,golden retriever
3356,havaneser
3357,havaneser
3358,jack russell terrier
3359,jack russell terrier
3360,kleiner münsterländer
3361,labrador retriever
3362,labrador retriever
3363,magyar vizsla
3364,malteser
3365,mops
3366,papillon
3367,jack russell terrier
3368,pudel
3369,zwergdackel
3370,rottweiler
3371,schnauzer
3372,shih tzu
3373,siberian husky
3374,staffordshire bull terrier
3375,tibetan terrier
3376,west highland white terrier
3377,yorkshire terrier
3378,yorkshire terrier
3379,zwergpinscher
3380,zwergpinscher
3381,zwergspitz
3382,american staffordshire terrier
3383,australian shepherd
3384,beagle
3385,border collie
3386,border collie
3387,boxer
3388,chihuahua
3389,chihuahua
3390,cocker spaniel
3391,collie
3392,dackel
3393,dackel
3394,deutsche dogge
3395,deutscher schäferhund
3396,deutscher schäferhund
3397,english cocker spaniel
3398,französische bulldogge
3399,golden retriever
3400,havaneser
3401,havaneser
3402,jack russell terrier
3403,labrador retriever
3404,labrador retriever
3405,magyar vizsla
3406,malteser
3407,mops
3408,englische bulldogge
3409,jack russell terrier
3410,pudel
3411,zwergdackel
3412,schnauzer
3413,shih tzu
3414,siberian husky
3415,west highland white terrier
3416,yorkshire terrier
3417,zwergpinscher
3418,zwergpinscher
3419,zwergpudel
3420,amerikanischer cocker spaniel
3421,american pit bull terrier
3422,american pit bull terrier
3423,american staffordshire terrier
3424,american staffordshire terrier
3425,australian shepherd
3426,basset hound
3427,gebirgsschweisshund
3428,beagle
3429,deutscher schäferhund
3430,berner sennenhund
3431,berner sennenhund
3432,border collie
3433,border collie
3434,border terrier
3435,boxer
3436,boxer
3437,dackel
3438,bullterrier
3439,cavalier king charles spaniel
3440,chihuahua
3441,chihuahua
3442,chihuahua
3443,cocker spaniel
3444,collie
3445,collie
3446,dackel
3447,dackel
3448,deutsche dogge
3449,deutscher schäferhund
3450,deutscher schäferhund
3451,dobermann
3452,foxterrier
3453,english cocker spaniel
3454,english setter
3455,flat-coated retriever
3456,französische bulldogge
3457,golden retriever
3458,golden retriever
3459,großer münsterländer
3460,großpudel
3461,havaneser
3462,havaneser
3463,hovawart
3464,irish setter
3465,irish terrier
3466,jack russell terrier
3467,jack russell terrier
3468,labradoodle
3469,labrador retriever
3470,labrador retriever
3471,magyar vizsla
3472,malteser
3473,malteser
3474,mops
3475,papillon
3476,jack russell terrier
3477,pekinese
3478,pekinese
3479,pudel
3480,pudel
3481,zwergdackel
3482,rhodesian ridgeback
3483,rottweiler
3484,rottweiler
3485,schnauzer
3486,sheltie
3487,shih tzu
3488,siberian husky
3489,siberian husky
3490,toy-pudel
3491,weimaraner
3492,weißer schweizer schäferhund
3493,west highland white terrier
3494,whippet
3495,yorkshire terrier
3496,yorkshire terrier
3497,zwergpinscher
3498,zwergpinscher
3499,zwergpudel
3500,zwergspitz
3501,zwergspitz
3502,american pit bull terrier
3503,american staffordshire terrier
3504,american staffordshire terrier
3505,australian shepherd
3506,beagle
3507,beagle
3508,berner sennenhund
3509,border collie
3510,border collie
3511,boxer
3512,dackel
3513,bullterrier
3514,chihuahua
3515,chihuahua
3516,chihuahua
3517,cocker spaniel
3518,collie
3519,dackel
3520,dackel
3521,deutscher schäferhund
3522,deutscher schäferhund
3523,dogo argentino
3524,english cocker spaniel
3525,französische bulldogge
3526,golden retriever
3527,havaneser
3528,havaneser
3529,italienisches windspiel
3530,jack russell terrier
3531,jack russell terrier
3532,labrador retriever
3533,labrador retriever
3534,magyar vizsla
3535,malteser
3536,malteser
3537,mops
3538,jack russell terrier
3539,pekinese
3540,pekinese
3541,pudel
3542,pudel
3543,zwergdackel
3544,rottweiler
3545,schnauzer
3546,shih tzu
3547,siberian husky
3548,spitz
3549,staffordshire bull terrier
3550,west highland white terrier
3551,yorkshire terrier
3552,yorkshire terrier
3553,zwergpinscher
3554,zwergpinscher
3555,zwergspitz
3556,akita inu
3557,alaskan malamute
3558,amerikanischer cocker spaniel
3559,american pit bull terrier
3560,american pit bull terrier
3561,american staffordshire terrier
3562,american staffordshire terrier
3563,australian shepherd
3564,beagle
3565,beagle
3566,bearded collie
3567,deutscher schäferhund
3568,deutscher schäferhund
3569,berner sennenhund
3570,berner sennenhund
3571,bichon frisé
3572,bolonka
3573,bordeauxdogge
3574,border collie
3575,border collie
3576,boxer
3577,dackel
3578,dackel
3579,french bulldog
3580,bullmastiff
3581,bullterrier
3582,cairn terrier
3583,cane corso
3584,cavalier king charles spaniel
3585,chihuahua
3586,chihuahua
3587,chihuahua
3588,chihuahua
3589,chinesischer schopfhund
3590,cocker spaniel
3591,cocker spaniel
3592,collie
3593,collie
3594,dackel
3595,dackel
3596,dalmatiner
3597,dalmatiner
3598,deutsche dogge
3599,deutsche dogge
3600,jagdterrier
3601,deutscher pinscher
3602,deutscher schäferhund
3603,deutscher schäferhund
3604,deutscher schäferhund
3605,dobermann
3606,dogo argentino
3607,foxterrier
3608,english cocker spaniel
3609,english cocker spaniel
3610,entlebucher sennenhund
3611,eurasier
3612,flat-coated retriever
3613,französische bulldogge
3614,golden retriever
3615,golden retriever
3616,gordon setter
3617,großpudel
3618,havaneser
3619,havaneser
3620,hovawart
3621,irish setter
3622,jack russell terrier
3623,jack russell terrier
3624,kleiner münsterländer
3625,kleiner münsterländer
3626,kuvasz
3627,labradoodle
3628,labrador retriever
3629,labrador retriever
3630,landseer
3631,dackel
3632,magyar vizsla
3633,malinois
3634,malteser
3635,malteser
3636,mops
3637,mops
3638,englische bulldogge
3639,papillon
3640,jack russell terrier
3641,pekinese
3642,pekinese
3643,prager rattler
3644,pudel
3645,pudel
3646,zwergdackel
3647,rhodesian ridgeback
3648,riesenschnauzer
3649,rottweiler
3650,rottweiler
3651,schnauzer
3652,schnauzer
3653,scottish terrier
3654,shar-pei
3655,sheltie
3656,shiba inu
3657,shih tzu
3658,shih tzu
3659,siberian husky
3660,siberian husky
3661,spitz
3662,spitz
3663,staffordshire bull terrier
3664,staffordshire bull terrier
3665,tervueren
3666,cocker spaniel
3667,weimaraner
3668,weißer schweizer schäferhund
3669,welsh terrier
3670,west highland white terrier
3671,whippet
3672,yorkshire terrier
3673,yorkshire terrier
3674,zwergpinscher
3675,zwergpinscher
3676,zwergpudel
3677,zwergschnauzer
3678,zwergspitz
3679,zwergspitz
3680,deutscher pinscher
3681,afghanischer windhund
3682,airedale terrier
3683,akita inu
3684,alaskan malamute
3685,amerikanischer cocker spaniel
3686,american pit bull terrier
3687,american pit bull terrier
3688,american staffordshire terrier
3689,american staffordshire terrier
3690,australian shepherd
3691,beagle
3692,beagle
3693,deutscher schäferhund
3694,deutscher schäferhund
3695,berner sennenhund
3696,berner sennenhund
3697,bernhardiner
3698,bichon frisé
3699,bobtail
3700,bolonka
3701,bordeauxdogge
3702,border collie
3703,border collie
3704,border terrier
3705,boxer
3706,boxer
3707,dackel
3708,french bulldog
3709,bullmastiff
3710,bullterrier
3711,bullterrier
3712,cairn terrier
3713,cane corso
3714,cavalier king charles spaniel
3715,chihuahua
3716,chihuahua
3717,chihuahua
3718,chihuahua
3719,chinesischer schopfhund
3720,chow chow
3721,cocker spaniel
3722,cocker spaniel
3723,collie
3724,collie
3725,dackel
3726,dackel
3727,dalmatiner
3728,deutsche dogge
3729,deutsche dogge
3730,deutsche dogge
3731,deutscher pinscher
3732,deutscher pinscher
3733,deutscher schäferhund
3734,deutscher schäferhund
3735,dobermann
3736,dogo argentino
3737,dogo argentino
3738,foxterrier
3739,elo
3740,english cocker spaniel
