,Dog Breed
5906,amerikanischer staffordshire-terrier
5907,australian shepherd dog
5908,beagle
5909,border-collie
5910,chihuahua kurzhaariger schlag
5911,chihuahua kurzhaariger schlag
5912,chihuahua langhaariger schlag
5913,dackel
5914,dackel
5915,deutscher schäferhund
5916,deutscher schäferhund
5917,drahthaar-foxterrier
5918,englischer cockerspaniel
5919,französische bulldogge
5920,golden retriever
5921,havaneser
5922,havaneser
5923,jack-russell-terrier
5924,jack-russell-terrier
5925,labrador retriever
5926,labrador retriever
5927,magyar vizsla
5928,malteser
5929,malteser
5930,mops
5931,pekinese
5932,pudel
5933,rauhhaardackel (zwergdackel)
5934,rottweiler
5935,shih tzu
5936,siberian husky
5937,staffordshire-bullterrier
5938,weißer schweizer schäferhund
5939,yorkshire terrier
5940,yorkshire terrier
5941,zwergpinscher
5942,zwergpudel
5943,zwergspitz
5944,amerikanischer pit-bullterrier
5945,amerikanischer pit-bullterrier
5946,amerikanischer staffordshire-terrier
5947,amerikanischer staffordshire-terrier
5948,australian shepherd dog
5949,beagle
5950,berner sennenhund
5951,border-collie
5952,border-collie
5953,cavalier king charles spaniel
5954,chihuahua kurzhaariger schlag
5955,chihuahua kurzhaariger schlag
5956,chihuahua langhaariger schlag
5957,cocker spaniel
5958,dackel
5959,dackel
5960,deutsch kurzhaar
5961,deutscher schäferhund
5962,deutscher schäferhund
5963,englischer cockerspaniel
5964,flat coated retriever
5965,französische bulldogge
5966,golden retriever
5967,golden retriever
5968,havaneser
5969,havaneser
5970,jack-russell-terrier
5971,jack-russell-terrier
5972,labrador retriever
5973,labrador retriever
5974,magyar vizsla
5975,malteser
5976,malteser
5977,mops
5978,parson-russell-terrier
5979,pekinese
5980,pekinese
5981,pudel
5982,rauhhaardackel (zwergdackel)
5983,rhodesian ridgeback
5984,rottweiler
5985,schnauzer
5986,shiba inu
5987,shih tzu
5988,siberian husky
5989,staffordshire-bullterrier
5990,staffordshire-bullterrier
5991,west highland white terrier
5992,yorkshire terrier
5993,yorkshire terrier
5994,zwergpinscher
5995,zwergpinscher
5996,zwergpudel
5997,zwergschnauzer
5998,zwergspitz
5999,amerikanischer pit-bullterrier
6000,amerikanischer staffordshire-terrier
6001,amerikanischer staffordshire-terrier
6002,australian shepherd dog
6003,beagle
6004,border-collie
6005,boxer
6006,cao de agua portugues
6007,cavalier king charles spaniel
6008,chihuahua kurzhaariger schlag
6009,chihuahua kurzhaariger schlag
6010,chihuahua langhaariger schlag
6011,dackel
6012,dackel
6013,deutscher schäferhund
6014,deutscher schäferhund
6015,englischer cockerspaniel
6016,französische bulldogge
6017,golden retriever
6018,havaneser
6019,havaneser
6020,jack-russell-terrier
6021,jack-russell-terrier
6022,labrador retriever
6023,labrador retriever
6024,magyar vizsla
6025,malteser
6026,mops
6027,papillon
6028,parson-russell-terrier
6029,pudel
6030,rauhhaardackel (zwergdackel)
6031,rottweiler
6032,shih tzu
6033,siberian husky
6034,staffordshire-bullterrier
6035,tibet-terrier
6036,west highland white terrier
6037,yorkshire terrier
6038,yorkshire terrier
6039,zwergpinscher
6040,zwergpinscher
6041,amerikanischer staffordshire-terrier
6042,australian shepherd dog
6043,beagle
6044,berner sennenhund
6045,border-collie
6046,border-collie
6047,boxer
6048,bullterrier
6049,chihuahua kurzhaariger schlag
6050,chihuahua langhaariger schlag
6051,cocker spaniel
6052,dackel
6053,dackel
6054,deutscher schäferhund
6055,deutscher schäferhund
6056,englischer cockerspaniel
6057,französische bulldogge
6058,golden retriever
6059,golden retriever
6060,havaneser
6061,havaneser
6062,jack-russell-terrier
6063,jack-russell-terrier
6064,labrador retriever
6065,labrador retriever
6066,magyar vizsla
6067,malteser
6068,mops
6069,olde english bulldogge
6070,parson-russell-terrier
6071,pudel
6072,rauhhaardackel (zwergdackel)
6073,schnauzer
6074,shih tzu
6075,siberian husky
6076,west highland white terrier
6077,yorkshire terrier
6078,zwergpinscher
6079,zwergpinscher
6080,zwergpudel
6081,amerikanischer cockerspaniel
6082,amerikanischer pit-bullterrier
6083,amerikanischer pit-bullterrier
6084,amerikanischer staffordshire-terrier
6085,amerikanischer staffordshire-terrier
6086,australian shepherd dog
6087,basset hound
6088,bayerischer gebirgsschweisshund
6089,beagle
6090,belgischer schäferhund
6091,berner sennenhund
6092,berner sennenhund
6093,border-collie
6094,border-collie
6095,boxer
6096,bracke
6097,bulldog
6098,bullterrier
6099,cavalier king charles spaniel
6100,chihuahua kurzhaariger schlag
6101,chihuahua kurzhaariger schlag
6102,chihuahua langhaariger schlag
6103,cocker spaniel
6104,collie
6105,dackel
6106,dackel
6107,deutsche dogge
6108,deutscher schäferhund
6109,deutscher schäferhund
6110,drahthaar-foxterrier
6111,englischer cockerspaniel
6112,english setter
6113,flat coated retriever
6114,französische bulldogge
6115,golden retriever
6116,golden retriever
6117,grosspudel
6118,havaneser
6119,havaneser
6120,hovawart
6121,irish setter
6122,irish terrier
6123,jack-russell-terrier
6124,jack-russell-terrier
6125,labradoodle
6126,labrador retriever
6127,labrador retriever
6128,lagotto romagnolo
6129,magyar vizsla
6130,malteser
6131,malteser
6132,mops
6133,parson-russell-terrier
6134,pekinese
6135,pudel
6136,pudel
6137,rauhhaardackel (zwergdackel)
6138,rhodesian ridgeback
6139,rottweiler
6140,schnauzer
6141,shih tzu
6142,siberian husky
6143,siberian husky
6144,staffordshire-bullterrier
6145,weimaraner
6146,weißer schweizer schäferhund
6147,west highland white terrier
6148,whippet
6149,yorkshire terrier
6150,yorkshire terrier
6151,zwergpinscher
6152,zwergpinscher
6153,zwergpudel
6154,zwergspitz
6155,zwergspitz
6156,amerikanischer pit-bullterrier
6157,amerikanischer staffordshire-terrier
6158,amerikanischer staffordshire-terrier
6159,australian shepherd dog
6160,beagle
6161,beagle
6162,bichon frisé
6163,border-collie
6164,bracke
6165,bullterrier
6166,chihuahua kurzhaariger schlag
6167,chihuahua kurzhaariger schlag
6168,chihuahua langhaariger schlag
6169,chinesischer schopfhund hairless-schlag
6170,cocker spaniel
6171,dackel
6172,dackel
6173,deutscher schäferhund
6174,deutscher schäferhund
6175,englischer cockerspaniel
6176,französische bulldogge
6177,golden retriever
6178,havaneser
6179,havaneser
6180,italienisches windspiel
6181,jack-russell-terrier
6182,jack-russell-terrier
6183,labrador retriever
6184,labrador retriever
6185,magyar vizsla
6186,malteser
6187,malteser
6188,mops
6189,olde english bulldogge
6190,parson-russell-terrier
6191,pekinese
6192,pekinese
6193,pudel
6194,pudel
6195,rauhhaardackel (zwergdackel)
6196,rottweiler
6197,schnauzer
6198,shih tzu
6199,siberian husky
6200,spitz
6201,spitz
6202,staffordshire-bullterrier
6203,west highland white terrier
6204,yorkshire terrier
6205,yorkshire terrier
6206,zwergpinscher
6207,zwergpinscher
6208,zwergspitz
6209,akita inu
6210,amerikanischer cockerspaniel
6211,amerikanischer pit-bullterrier
6212,amerikanischer pit-bullterrier
6213,amerikanischer staffordshire-terrier
6214,amerikanischer staffordshire-terrier
6215,australian cattle dog
6216,australian shepherd dog
6217,beagle
6218,beagle
6219,bearded collie
6220,belgischer schäferhund
6221,belgischer schäferhund
6222,berner sennenhund
6223,berner sennenhund
6224,bichon frisé
6225,bolonka zwetna
6226,bordeauxdogge
6227,border-collie
6228,border-collie
6229,boxer
6230,boxer
6231,bracke
6232,bulldog
6233,bullmastiff
6234,bullterrier
6235,cairn-terrier
6236,cane corso
6237,cavalier king charles spaniel
6238,chihuahua kurzhaariger schlag
6239,chihuahua kurzhaariger schlag
6240,chihuahua langhaariger schlag
6241,chihuahua langhaariger schlag
6242,chinesischer schopfhund hairless-schlag
6243,chinesischer schopfhund powderpuff-schlag
6244,cocker spaniel
6245,cocker spaniel
6246,collie
6247,collie
6248,dackel
6249,dackel
6250,dalmatiner
6251,deutsch kurzhaar
6252,deutsche dogge
6253,deutscher pinscher
6254,deutscher schäferhund
6255,deutscher schäferhund
6256,dobermann
6257,dogo argentino
6258,drahthaar-foxterrier
6259,drahthaar-foxterrier
6260,englischer cockerspaniel
6261,englischer cockerspaniel
6262,entlebucher sennenhund
6263,flat coated retriever
6264,französische bulldogge
6265,golden retriever
6266,golden retriever
6267,grosspudel
6268,havaneser
6269,havaneser
6270,hovawart
6271,irish setter
6272,jack-russell-terrier
6273,jack-russell-terrier
6274,jagdterrier
6275,kleiner münsterländer
6276,kleiner münsterländer
6277,labradoodle
6278,labrador retriever
6279,labrador retriever
6280,lagotto romagnolo
6281,landseer
6282,langhaardackel
6283,magyar vizsla
6284,malinois
6285,malteser
6286,malteser
6287,mops
6288,mops
6289,olde english bulldogge
6290,papillon
6291,parson-russell-terrier
6292,pekinese
6293,pekinese
6294,prager rattler
6295,pudel
6296,pudel
6297,rauhhaardackel (zwergdackel)
6298,rhodesian ridgeback
6299,riesenschnauzer
6300,rottweiler
6301,rottweiler
6302,schnauzer
6303,schnauzer
6304,scottish terrier
6305,shar pei
6306,sheltie
6307,shiba inu
6308,shih tzu
6309,shih tzu
6310,siberian husky
6311,siberian husky
6312,spanischer windhund
6313,spitz
6314,spitz
6315,staffordshire-bullterrier
6316,staffordshire-bullterrier
6317,tervueren
6318,tibet-spaniel
6319,weimaraner
6320,weißer schweizer schäferhund
6321,welsh terrier
6322,west highland white terrier
6323,whippet
6324,yorkshire terrier
6325,yorkshire terrier
6326,zwergpinscher
6327,zwergpinscher
6328,zwergpudel
6329,zwergschnauzer
6330,zwergspitz
6331,zwergspitz
6332,österreichischer pinscher
6333,österreichischer pinscher
6334,afghanischer windhund
6335,airedale-terrier
6336,akita inu
6337,alaskan malamute
6338,american akita
6339,amerikanischer cockerspaniel
6340,amerikanischer pit-bullterrier
6341,amerikanischer pit-bullterrier
6342,amerikanischer staffordshire-terrier
6343,amerikanischer staffordshire-terrier
6344,australian shepherd dog
6345,beagle
6346,beagle
6347,belgischer schäferhund
6348,belgischer schäferhund
6349,berger de pyrénées
6350,berner sennenhund
6351,berner sennenhund
6352,bernhardiner
6353,bichon frisé
6354,biewer terrier
6355,bobtail
6356,bolonka zwetna
6357,bordeauxdogge
6358,border-collie
6359,border-collie
6360,border-terrier
6361,boston terrier
6362,boxer
6363,boxer
6364,bracke
6365,bulldog
6366,bullmastiff
6367,bullterrier
6368,cairn-terrier
6369,cane corso
6370,cao de agua portugues
6371,cavalier king charles spaniel
6372,chihuahua kurzhaariger schlag
6373,chihuahua kurzhaariger schlag
6374,chihuahua langhaariger schlag
6375,chihuahua langhaariger schlag
6376,chinesischer schopfhund hairless-schlag
6377,chow-chow
6378,cocker spaniel
6379,cocker spaniel
6380,collie
6381,collie
6382,dackel
6383,dackel
6384,dalmatiner
6385,deutsch drahthaar
6386,deutsch kurzhaar
6387,deutsche dogge
6388,deutscher pinscher
6389,deutscher pinscher
6390,deutscher schäferhund
6391,deutscher schäferhund
6392,dobermann
6393,dogo argentino
6394,drahthaar-foxterrier
6395,drahthaar-foxterrier
6396,elo
6397,englischer cockerspaniel
6398,englischer cockerspaniel
6399,english springer spaniel
6400,flat coated retriever
6401,französische bulldogge
6402,golden retriever
6403,golden retriever
6404,grosspudel
6405,havaneser
6406,havaneser
6407,hollandse herdershond
6408,hovawart
6409,irish wolfhound
6410,irish red-and-white setter
6411,jack-russell-terrier
6412,jack-russell-terrier
6413,jagdterrier
6414,kleiner münsterländer
6415,kleiner münsterländer
6416,labradoodle
6417,labrador retriever
6418,labrador retriever
6419,lagotto romagnolo
6420,landseer
6421,langhaardackel
6422,magyar vizsla
6423,malinois
6424,malinois
6425,malteser
6426,malteser
6427,mops
6428,mops
6429,neufundländer
6430,olde english bulldogge
6431,papillon
6432,parson-russell-terrier
6433,pekinese
6434,pekinese
6435,polnischer niederungshütehund
6436,prager rattler
6437,pudel
6438,pudel
6439,rauhhaardackel (zwergdackel)
6440,rauhhaardackel (zwergdackel)
6441,rhodesian ridgeback
6442,rottweiler
6443,rottweiler
6444,samojede
6445,schnauzer
6446,schnauzer
6447,shar pei
6448,sheltie
6449,shiba inu
6450,shih tzu
6451,shih tzu
6452,siberian husky
6453,siberian husky
6454,spanischer windhund
6455,spanischer windhund
6456,spitz
6457,spitz
6458,staffordshire-bullterrier
6459,staffordshire-bullterrier
6460,tibet-spaniel
6461,tibet-terrier
6462,tibet-terrier
6463,toy-pudel
6464,weimaraner
6465,weißer schweizer schäferhund
6466,welsh terrier
6467,west highland white terrier
6468,whippet
6469,yorkshire terrier
6470,yorkshire terrier
6471,zwergpinscher
6472,zwergpinscher
6473,zwergpudel
6474,zwergschnauzer
6475,zwergspitz
6476,zwergspitz
6477,österreichischer pinscher
6478,österreichischer pinscher
6479,airedale-terrier
6480,akita inu
6481,amerikanischer pit-bullterrier
6482,amerikanischer pit-bullterrier
6483,amerikanischer staffordshire-terrier
6484,amerikanischer staffordshire-terrier
6485,australian shepherd dog
6486,bayerischer gebirgsschweisshund
6487,beagle
6488,beagle
6489,bearded collie
6490,belgischer schäferhund
6491,berner sennenhund
6492,bichon frisé
6493,bolonka zwetna
6494,border-collie
6495,border-collie
6496,boxer
6497,bracke
6498,bullterrier
6499,cairn-terrier
6500,cane corso
6501,cavalier king charles spaniel
6502,chihuahua kurzhaariger schlag
6503,chihuahua kurzhaariger schlag
6504,chihuahua langhaariger schlag
6505,chow-chow
6506,cocker spaniel
6507,collie
6508,collie
6509,dackel
6510,dackel
6511,dalmatiner
6512,deutsch kurzhaar
6513,deutscher pinscher
6514,deutscher schäferhund
6515,deutscher schäferhund
6516,dobermann
6517,drahthaar-foxterrier
6518,elo
6519,englischer cockerspaniel
6520,entlebucher sennenhund
6521,flat coated retriever
6522,französische bulldogge
6523,golden retriever
6524,golden retriever
6525,havaneser
6526,havaneser
6527,hovawart
6528,irish setter
6529,jack-russell-terrier
6530,jack-russell-terrier
6531,labradoodle
6532,labrador retriever
6533,labrador retriever
6534,leonberger
6535,magyar vizsla
6536,malinois
6537,malteser
6538,malteser
6539,mops
6540,olde english bulldogge
6541,papillon
6542,parson-russell-terrier
6543,pekinese
6544,pekinese
6545,pudel
6546,pudel
6547,puli
6548,rauhhaardackel (zwergdackel)
6549,rhodesian ridgeback
6550,rottweiler
6551,schnauzer
6552,schnauzer
6553,shar pei
6554,sheltie
6555,shiba inu
6556,shih tzu
6557,shih tzu
6558,siberian husky
6559,siberian husky
6560,spitz
6561,spitz
6562,staffordshire-bullterrier
6563,tibet-terrier
6564,weißer schweizer schäferhund
6565,west highland white terrier
6566,whippet
6567,yorkshire terrier
6568,yorkshire terrier
6569,zwergpinscher
6570,zwergpinscher
6571,zwergpudel
6572,zwergschnauzer
6573,zwergspitz
6574,zwergspitz
6575,chihuahua kurzhaariger schlag
6576,dackel
6577,französische bulldogge
6578,golden retriever
6579,havaneser
6580,jack-russell-terrier
6581,jack-russell-terrier
6582,labrador retriever
6583,labrador retriever
6584,magyar vizsla
6585,malteser
6586,mops
6587,parson-russell-terrier
6588,pudel
6589,shih tzu
6590,toy-pudel
6591,weimaraner
6592,west highland white terrier
6593,yorkshire terrier
6594,zwergspitz
6595,amerikanischer cockerspaniel
6596,amerikanischer pit-bullterrier
6597,amerikanischer pit-bullterrier
6598,amerikanischer staffordshire-terrier
6599,amerikanischer staffordshire-terrier
6600,australian shepherd dog
6601,beagle
6602,beagle
6603,berner sennenhund
6604,bichon frisé
6605,border-collie
6606,border-collie
6607,boxer
6608,cane corso
6609,cavalier king charles spaniel
6610,chihuahua kurzhaariger schlag
6611,chihuahua kurzhaariger schlag
6612,chihuahua langhaariger schlag
6613,chihuahua langhaariger schlag
6614,chinesischer schopfhund hairless-schlag
6615,cocker spaniel
6616,dackel
6617,dackel
6618,deutscher schäferhund
6619,deutscher schäferhund
6620,dobermann
6621,dogo argentino
6622,englischer cockerspaniel
6623,englischer cockerspaniel
6624,französische bulldogge
6625,golden retriever
6626,golden retriever
6627,havaneser
6628,havaneser
6629,jack-russell-terrier
6630,jack-russell-terrier
6631,labrador retriever
6632,labrador retriever
6633,lagotto romagnolo
6634,magyar vizsla
6635,malinois
6636,malteser
6637,malteser
6638,mops
6639,parson-russell-terrier
6640,pekinese
6641,pekinese
6642,pudel
6643,rauhhaardackel (zwergdackel)
6644,rhodesian ridgeback
6645,rottweiler
6646,schnauzer
6647,sheltie
6648,shiba inu
6649,shih tzu
6650,siberian husky
6651,siberian husky
6652,spitz
6653,staffordshire-bullterrier
6654,west highland white terrier
6655,whippet
6656,yorkshire terrier
6657,yorkshire terrier
6658,zwergpinscher
6659,zwergpinscher
6660,zwergpudel
6661,zwergschnauzer
6662,zwergspitz
6663,zwergspitz
6664,amerikanischer pit-bullterrier
6665,amerikanischer staffordshire-terrier
6666,amerikanischer staffordshire-terrier
6667,australian shepherd dog
6668,beagle
6669,bolonka zwetna
6670,border-collie
6671,border-collie
6672,boxer
6673,bracke
6674,cavalier king charles spaniel
6675,chihuahua kurzhaariger schlag
6676,chihuahua kurzhaariger schlag
6677,chihuahua langhaariger schlag
6678,cocker spaniel
6679,dackel
6680,dackel
6681,deutscher schäferhund
6682,deutscher schäferhund
6683,dobermann
6684,englischer cockerspaniel
6685,flat coated retriever
